ID,Date,Mean,Mean_Ave,Max,Max_Ave,Min,Min_Ave,Pre,Pre_Ave
385,2017/1/19,6.3,4.1,10.7,9.1,2,-0.2,0,1.3
386,2017/1/20,4.3,4.1,10.4,9.1,1.2,-0.3,1,1.2
387,2017/1/21,3.9,4,9.6,9,-1.6,-0.4,0,1.2
388,2017/1/22,4.2,4,10.3,9,0.2,-0.4,0,1.2
389,2017/1/23,1.7,3.9,6.4,9,-1.5,-0.5,0,1.2
390,2017/1/24,1.9,3.8,7.1,8.9,-2.5,-0.6,0,1.1
391,2017/1/25,2,3.8,9.1,8.9,-3,-0.6,0,1.1
392,2017/1/26,2.6,3.8,10,8.9,-3.4,-0.7,0,1.1
393,2017/1/27,6,3.7,13.8,8.9,-1,-0.8,0,1
394,2017/1/28,5.2,3.7,11.2,8.9,-0.2,-0.8,0,1
395,2017/1/29,5.8,3.7,9.8,8.9,0.8,-0.8,9,1
396,2017/1/30,8.3,3.7,13.8,9,3.6,-0.8,1.5,1
397,2017/1/31,3.4,3.8,8.3,9,-0.8,-0.8,0,1
398,2017/2/1,4.1,3.8,10.8,9,-1.3,-0.8,0,1
399,2017/2/2,4.1,3.8,12.1,9.1,-1.2,-0.8,0,1
400,2017/2/3,5.4,3.9,14.5,9.2,-1.4,-0.7,0,1
401,2017/2/4,5.9,4,11.9,9.3,0,-0.7,0,1
402,2017/2/5,7,4.1,9.1,9.4,5.2,-0.6,9.5,1.1
403,2017/2/6,6.4,4.2,11.1,9.5,0.9,-0.5,3,1.1
404,2017/2/7,3.9,4.3,10.5,9.6,-0.5,-0.4,0,1.1
405,2017/2/8,3.9,4.4,8.7,9.8,-1.5,-0.3,0.5,1.2
406,2017/2/9,4.7,4.5,8.8,9.9,2.3,-0.3,3.5,1.3
407,2017/2/10,2.2,4.6,6.3,10,-0.6,-0.2,0,1.3
408,2017/2/11,1.2,4.7,7.1,10.1,-3.7,-0.1,0,1.4
409,2017/2/12,1.8,4.8,8.9,10.1,-3.6,0,0,1.5
410,2017/2/13,3.2,4.9,10.3,10.2,-3.3,0.1,0,1.6
411,2017/2/14,4.1,5,11,10.2,-1.5,0.2,0,1.8
412,2017/2/15,3.8,5,10.1,10.2,-2.4,0.2,0,1.9
413,2017/2/16,5.7,5.1,13.2,10.2,-1.4,0.3,0,2
414,2017/2/17,8.8,5.1,14.9,10.3,3.7,0.4,0,2
415,2017/2/18,8.1,5.2,12.2,10.3,4.3,0.4,1,2.1
416,2017/2/19,5.7,5.2,12,10.3,-0.1,0.5,0,2.2
417,2017/2/20,6.9,5.2,13.3,10.3,2.8,0.5,10,2.3
418,2017/2/21,5.1,5.3,10.7,10.3,0.3,0.6,0,2.3
419,2017/2/22,4.1,5.4,9,10.4,-2.1,0.6,2,2.3
420,2017/2/23,9.3,5.4,14.1,10.5,6.2,0.7,10,2.4
421,2017/2/24,5.7,5.5,11,10.5,0.5,0.8,0,2.4
422,2017/2/25,5.4,5.6,11,10.6,-0.7,0.8,0,2.4
423,2017/2/26,5.6,5.7,11.2,10.7,-0.6,0.9,0,2.4
424,2017/2/27,5.7,5.8,11.1,10.8,0.3,1,0,2.4
425,2017/2/28,4.2,5.9,9.9,10.9,-1.7,1,0,2.4
426,2017/3/1,5.1,6,11.2,11,-0.3,1.1,0,2.3
427,2017/3/2,6.9,6.1,12.2,11.2,1.9,1.2,0.5,2.3
428,2017/3/3,7.1,6.2,13.4,11.3,1.2,1.2,0,2.3
429,2017/3/4,7.7,6.3,15.1,11.5,1.8,1.3,0,2.3
430,2017/3/5,7.8,6.4,13.4,11.6,1.5,1.4,0,2.3
431,2017/3/6,8.3,6.6,15.4,11.8,3.6,1.5,0,2.3
432,2017/3/7,5.3,6.7,11.3,12,-0.6,1.6,0,2.3
433,2017/3/8,3.5,6.9,10.4,12.1,-1.2,1.7,0,2.3
434,2017/3/9,4.6,7,11.4,12.3,-1.7,1.8,0,2.4
435,2017/3/10,8.6,7.2,16.1,12.4,0.1,2,0,2.5
436,2017/3/11,6.5,7.3,13.9,12.6,-0.2,2.1,0,2.5
437,2017/3/12,6.8,7.5,14.4,12.7,-0.1,2.3,0,2.6
438,2017/3/13,9.6,7.7,14.9,12.9,5.2,2.4,0,2.7
439,2017/3/14,9.6,7.8,14.4,13,5.8,2.6,0,2.8
440,2017/3/15,7.1,8,12.8,13.2,1.7,2.7,0,2.9
441,2017/3/16,6.7,8.1,12.3,13.3,0.1,2.9,0,2.9
442,2017/3/17,7.3,8.3,13.4,13.4,0.4,3,0,3
443,2017/3/18,7.3,8.4,13.5,13.6,1,3.2,0,3.1
444,2017/3/19,8.7,8.6,16.6,13.7,0.5,3.3,0,3.1
445,2017/3/20,10,8.7,16.4,13.8,3,3.5,6.5,3.1
446,2017/3/21,9.4,8.8,14.1,13.9,5.3,3.6,9,3.1
447,2017/3/22,7.6,8.9,13,14,0.8,3.8,0,3.1
448,2017/3/23,9,9,13.7,14.1,5.3,3.9,0,3.1
449,2017/3/24,8.3,9.2,15.1,14.2,3.4,4,0,3.1
450,2017/3/25,7.1,9.3,11.6,14.4,3.6,4.2,0,3.1
451,2017/3/26,8.6,9.4,13.6,14.5,2.5,4.3,0,3.1
452,2017/3/27,8.4,9.6,13.8,14.7,5.5,4.4,2.5,3
453,2017/3/28,7.6,9.7,12.9,14.9,2.6,4.6,1,3
454,2017/3/29,10.1,9.9,15.7,15.1,4.4,4.7,0.5,2.9
455,2017/3/30,12.9,10.1,17.9,15.3,8.1,4.9,0,2.9
456,2017/3/31,6.9,10.3,12.5,15.5,3,5,28.5,2.9
